Word / POS / COUNT
argonauts / NOUN / 1
pains / NOUN / 1
preserve / VERB / 1
papers / NOUN / 1
posterity / NOUN / 1
writings / NOUN / 2
dramatic / ADJECTIVE / 1
patriotic / ADJECTIVE / 1
conviction / NOUN / 1
selfish / ADJECTIVE / 1
parochial / ADJECTIVE / 1
wartime / NOUN / 1
circular / NOUN / 1
reminded / VERB / 1
fellow / NOUN / 3
countrymen / NOUN / 1
fate / NOUN / 1
unborn / ADJECTIVE / 1
millions / NOUN / 1
strong / ADJECTIVE / 4
frank / ADJECTIVE / 1
point / NOUN / 2
indiscreet / ADJECTIVE / 1
congenial / ADJECTIVE / 1
minds / NOUN / 2
agreements / NOUN / 1
consequential / ADJECTIVE / 1
differences / NOUN / 1
though / CONJUNCTION / 2
completion / NOUN / 2
definitive / ADJECTIVE / 1
editions / NOUN / 1
enough / DETERMINER / 1
assembled / VERB / 1
warrant / VERB / 1
drawing / VERB / 1
composite / ADJECTIVE / 1
profile / NOUN / 2
performed / VERB / 1
heroic / ADJECTIVE / 1
dual / ADJECTIVE / 1
feats / NOUN / 1
winning / VERB / 2
independence / NOUN / 2
founding / VERB / 1
merging / VERB / 1
common / ADJECTIVE / 3
separate / ADJECTIVE / 1
careers / NOUN / 3
extraordinary / ADJECTIVE / 1
statesmen / NOUN / 2
later / ADJECTIVE / 3
concentrated / VERB / 1
span / NOUN / 1
eldest / ADJECTIVE / 1
transplanted / VERB / 1
philadelphia / NOUN / 1
dazzling / VERB / 2
story / NOUN / 1
printer's / NOUN / 1
apprentice / NOUN / 1
greatness / NOUN / 1
half-dozen / NOUN / 1
editor / NOUN / 1
publisher / NOUN / 1
scientist / NOUN / 1
inventor / NOUN / 1
philanthropist / NOUN / 1
statesman / NOUN / 2
adopted / VERB / 2
avoided / VERB / 2
fought / VERB / 4
colonists' / NOUN / 1
front-line / NOUN / 2
battles / NOUN / 1
negotiated / VERB / 2
treaty / NOUN / 2
alliance / NOUN / 1
france / NOUN / 2
peace / NOUN / 4
ended / VERB / 4
government / NOUN / 4
pennsylvania / NOUN / 1
moderating / VERB / 1
military / ADJECTIVE / 6
mission / NOUN / 2
native / ADJECTIVE / 3
youthful / ADJECTIVE / 1
touched / VERB / 1
guarded / VERB / 1
colony's / NOUN / 1
frontier / NOUN / 3
militia / NOUN / 1
commanding / VERB / 1
six / CONJUNCTION / 4
ultimate / ADJECTIVE / 1
victory / NOUN / 2
beloved / ADJECTIVE / 1
preside / VERB / 1
unanimously / None / 1
elected / VERB / 1
tested / VERB / 1
workable / ADJECTIVE / 1
policies / NOUN / 2
inaugurated / VERB / 1
traditions / NOUN / 1
powers / NOUN / 3
office / NOUN / 4
fixed / VERB / 4
fashioned / VERB / 1
pre-revolutionary / ADJECTIVE / 1
radical / ADJECTIVE / 2
ideology / NOUN / 1
constitution / NOUN / 1
massachusetts / NOUN / 1
britain / NOUN / 2
served / VERB / 3
opponent / NOUN / 2
lifetime / NOUN / 1
friend / NOUN / 5
immortality / NOUN / 1
authorship / NOUN / 1
notable / ADJECTIVE / 2
constitutional / ADJECTIVE / 1
reforms / NOUN / 1
instituted / VERB / 1
role / NOUN / 3
territorial / ADJECTIVE / 1
acquisition / NOUN / 1
term / NOUN / 2
collaboration / NOUN / 2
virginian / NOUN / 1
active / ADJECTIVE / 1
sponsor / NOUN / 1
measure / NOUN / 1
religious / ADJECTIVE / 3
played / VERB / 4
influential / ADJECTIVE / 4
drafting / NOUN / 1
securing / VERB / 1
ratification / NOUN / 3
successor / NOUN / 1
troubled / VERB / 2
authentic / ADJECTIVE / 1
genius / NOUN / 2
exceptional / ADJECTIVE / 1
precocity / NOUN / 1
consuming / VERB / 1
energy / NOUN / 1
ambition / NOUN / 1
prodigy / NOUN / 1
revolutionary / ADJECTIVE / 1
pamphlets / NOUN / 1
published / VERB / 1
19 / CONJUNCTION / 1
brought / VERB / 3
attention / NOUN / 3
patriot / NOUN / 1
leaders / NOUN / 1
principal / NOUN / 1
opposition / NOUN / 2
single-handedly / None / 1
begun / VERB / 2
general's / NOUN / 1
aide / NOUN / 1
resumed / VERB / 1
bold / ADJECTIVE / 1
fiscal / ADJECTIVE / 1
broad / ADJECTIVE / 2
durable / ADJECTIVE / 1
eloquent / ADJECTIVE / 1
commands / VERB / 1
rank / NOUN / 1
leading / VERB / 1
negotiating / VERB / 2
america's / NOUN / 1
nationalist / ADJECTIVE / 1
anticipated / VERB / 2
marshall / NOUN / 1
two-term / ADJECTIVE / 1
constituted / VERB / 1
intellectual / ADJECTIVE / 1
elite / NOUN / 1
disinterested / ADJECTIVE / 1
revolution / NOUN / 3
confessed / VERB / 1
acumen / NOUN / 1
hamilton's / NOUN / 3
power-starved / ADJECTIVE / 1
intellectuals / NOUN / 1
underdeveloped / ADJECTIVE / 1
commanded / VERB / 1
prestige / NOUN / 1
physically / None / 1
tall / ADJECTIVE / 1
angular / ADJECTIVE / 1
chubby / ADJECTIVE / 1
rotund / ADJECTIVE / 1
striking / ADJECTIVE / 1
individualists / NOUN / 1
ardent / ADJECTIVE / 2
opinionated / ADJECTIVE / 1
obstinate / ADJECTIVE / 1
articulate / ADJECTIVE / 1
masters / NOUN / 1
phrasemaking / NOUN / 1
capable / ADJECTIVE / 3
enduring / VERB / 1
friendships / NOUN / 1
stout / ADJECTIVE / 1
controversialists / NOUN / 1
write / VERB / 2
vitriol / NOUN / 1
pens / NOUN / 1
dismissed / VERB / 1
dickinson / NOUN / 1
voted / VERB / 1
fortune / NOUN / 3
piddling / VERB / 1
castigated / VERB / 1
critic / NOUN / 1
conway / NOUN / 1
meanness / NOUN / 1
intrigue / NOUN / 1
gratify / VERB / 1
absurd / ADJECTIVE / 1
resentment / NOUN / 2
disappointed / VERB / 2
vanity / NOUN / 1
duty / NOUN / 3
oppose / VERB / 1
aaron / NOUN / 1
burr's / NOUN / 1
ambitions / NOUN / 1
better / ADJECTIVE / 3
actuarial / ADJECTIVE / 1
risk / NOUN / 1
literary / ADJECTIVE / 1
restraint / NOUN / 1
dedicated / VERB / 1
remarked / VERB / 1
fits / VERB / 1
retired / VERB / 1
editing / VERB / 1
42 / CONJUNCTION / 1
forty-two / CONJUNCTION / 1
devoted / VERB / 1
philanthropic / ADJECTIVE / 1
interests / NOUN / 1
extended / VERB / 2
stretch / NOUN / 1
occupation / NOUN / 1
loved / VERB / 1
plantation / NOUN / 1
compensation / NOUN / 1
advice / NOUN / 1
mentor / NOUN / 1
jeremiah / NOUN / 1
gridley / NOUN / 1
rather / PREPOSITION / 1
gain / NOUN / 1
account / NOUN / 4
seventeen / CONJUNCTION / 1
practice / NOUN / 3
profit / NOUN / 1
abandoned / VERB / 1
sacrifice / NOUN / 1
poorest / ADJECTIVE / 1
washington's / NOUN / 1
handling / VERB / 1
multi-million-dollar / ADJECTIVE / 1
funding / VERB / 1
operations / NOUN / 1
resort / VERB / 1
borrowing / VERB / 1
sums / NOUN / 1
conveniently / None / 1
twenty / CONJUNCTION / 5
dollars / NOUN / 2
1791 / CONJUNCTION / 1
support / VERB / 2
talleyrand / NOUN / 1
passed / VERB / 1
bent / VERB / 1
desk / NOUN / 1
drafting / VERB / 1
paper / NOUN / 2
candle / NOUN / 1
frenchman / NOUN / 1
astonished / VERB / 1
viewing / VERB / 1
reflected / VERB / 1
devotion / NOUN / 1
profound / ADJECTIVE / 2
legality / NOUN / 1
asserted / VERB / 1
colonies / NOUN / 1
accordance / NOUN / 1
charters / NOUN / 1
tribunal / NOUN / 1
justified / VERB / 1
nature's / NOUN / 1
hard / None / 1
forgiving / VERB / 1
foes / NOUN / 1
vindictive / ADJECTIVE / 1
legislatures / NOUN / 1
confiscating / VERB / 1
tory / NOUN / 2
property / NOUN / 1
1783 / CONJUNCTION / 2
moderation / NOUN / 1
superbly / None / 1
exemplified / VERB / 1
exchange / NOUN / 1
refugee / NOUN / 1
schaack / NOUN / 3
participated / VERB / 2
exiled / VERB / 1
war's / NOUN / 1
ex-tory / NOUN / 1
move / NOUN / 2
correspondence / NOUN / 2
settlement / NOUN / 10
independent / ADJECTIVE / 2
american / NOUN / 1
amongst / PREPOSITION / 1
rest / NOUN / 3
assured / VERB / 4
ceased / VERB / 1
latter / DETERMINER / 4
arraigned / VERB / 1
judge / NOUN / 1
merits / NOUN / 1
recognized / VERB / 1
but / None / 1
building / VERB / 1
continentally / None / 1
counseled / VERB / 1
love / NOUN / 3
super-imposed / VERB / 1
displacing / VERB / 1
affectionate / ADJECTIVE / 1
ties / NOUN / 1
one's / PRONOUN / 2
epitomized / VERB / 1
inaugural / ADJECTIVE / 1
address / NOUN / 1
speaks / VERB / 1
voice / NOUN / 1
hear / VERB / 1
but / PREPOSITION / 3
veneration / NOUN / 1
fruition / NOUN / 1
nationalism / NOUN / 1
save / PREPOSITION / 1
framing / NOUN / 1
supported / VERB / 1
instrument / NOUN / 1
obtainable / ADJECTIVE / 1
traditionally / None / 1
regarded / VERB / 2
debates / NOUN / 1
polarizing / VERB / 1
centralized / VERB / 1
vs. / PREPOSITION / 1
nationalists / NOUN / 1
supporting / VERB / 1
upholding / VERB / 1
state's / NOUN / 1
rights / NOUN / 1
formulated / VERB / 1
kentucky / NOUN / 1
heads / NOUN / 1
hamiltonians / NOUN / 1
jeffersonians / NOUN / 2
purchasing / VERB / 1
advocating / VERB / 1
rechartering / NOUN / 1
bank / NOUN / 1
opposed / VERB / 2
inception / NOUN / 1
adopting / VERB / 1
hamiltonian / ADJECTIVE / 1
protective / ADJECTIVE / 1
tariff / NOUN / 2
atune / ADJECTIVE / 1
hamilton-oriented / ADJECTIVE / 1
whigs / NOUN / 1
jacksonian / ADJECTIVE / 1
democrats / NOUN / 1
1832 / CONJUNCTION / 1
nullifiers / NOUN / 1
interposition / NOUN / 1
elicited / VERB / 1
encouragement / NOUN / 1
testament / NOUN / 1
penned / VERB / 1
expressed / VERB / 1
wish / NOUN / 1
perpetuated / VERB / 1
enemy / NOUN / 3
pandora / NOUN / 1
box / NOUN / 4
disguised / VERB / 1
serpent / NOUN / 1
creeping / VERB / 1
deadly / ADJECTIVE / 2
wiles / NOUN / 1
nuclear / ADJECTIVE / 4
targets / NOUN / 1
predictions / NOUN / 1
soothsayers / NOUN / 1
factories / NOUN / 2
predicted / VERB / 1
escalation / NOUN / 5
biggest / ADJECTIVE / 1
device / NOUN / 1
measured / VERB / 1
15 / CONJUNCTION / 2
megatons / NOUN / 1
b-52s / NOUN / 1
20-megaton / NOUN / 1
apiece / None / 1
khrushchev / NOUN / 5
bigger / ADJECTIVE / 1
30- / CONJUNCTION / 1
50-megaton / ADJECTIVE / 2
stock / NOUN / 2
hue / NOUN / 1
cry / NOUN / 1
counter-escalation / NOUN / 1
threatens / VERB / 1
100-megaton / ADJECTIVE / 1
bomb / NOUN / 2
embark / VERB / 1
crash / ADJECTIVE / 1
200-megaton / ADJECTIVE / 1
hydrogen / NOUN / 1
neutron / NOUN / 1
exist / VERB / 1
proceeds / VERB / 1
accurately / None / 1
begin / VERB / 3
dropping / VERB / 1
proving / VERB / 1
philip / NOUN / 1
morrison / NOUN / 3
writes / VERB / 3
october / NOUN / 5
26 / CONJUNCTION / 1
discontinuity / NOUN / 4
sometime / None / 1
destruction / NOUN / 1
diplomatic / ADJECTIVE / 1
urbanized / VERB / 1
china / NOUN / 1
vulnerable / ADJECTIVE / 3
feels / VERB / 1
seek / VERB / 1
risky / ADJECTIVE / 1
path / NOUN / 1
proposal / NOUN / 1
nixon / NOUN / 1
rockefeller / NOUN / 1
strauss / NOUN / 1
mccone / NOUN / 1
teller / NOUN / 1
triumph / NOUN / 2
exacerbation / NOUN / 1
cold / ADJECTIVE / 3
gentlemen / NOUN / 1
calling / VERB / 1
resumption / NOUN / 1
testing / VERB / 1
greatest / ADJECTIVE / 2
scale / NOUN / 1
name / NOUN / 1
security / NOUN / 3
faithful / ADJECTIVE / 1
unto / PREPOSITION / 1
directions / NOUN / 1
guardians / NOUN / 1
nation's / NOUN / 1
learning / VERB / 1
observing / VERB / 2
capacity / NOUN / 1
disastrous / ADJECTIVE / 1
miscalculation / NOUN / 1
gained / VERB / 1
rockets / NOUN / 2
sufficient / ADJECTIVE / 2
thrust / NOUN / 1
lob / VERB / 1
shorter / ADJECTIVE / 1
intercontinental / ADJECTIVE / 1
ranges / NOUN / 1
purpose / NOUN / 1
inspire / VERB / 1
terror / NOUN / 2
miscarried / VERB / 1
anger / NOUN / 1
sphere / NOUN / 1
reported / VERB / 1
surge / NOUN / 1
animosity / NOUN / 1
aroused / VERB / 1
intent / ADJECTIVE / 1
compulsively / None / 1
footsteps / NOUN / 1
powerful / ADJECTIVE / 1
strives / VERB / 1
emulate / VERB / 1
russians / NOUN / 1
sent / VERB / 2
sputnik / NOUN / 1
chagrin / NOUN / 1
enough / OTHER / 3
determination / NOUN / 1
satellites / NOUN / 1
orbit / NOUN / 1
understandable / ADJECTIVE / 1
imitate / VERB / 1
mistake / NOUN / 1
high / NOUN / 1
statesmanlike / ADJECTIVE / 1
folly / NOUN / 1
fled / VERB / 1
paeans / NOUN / 1
rose / VERB / 1
throats / NOUN / 1
publicists / NOUN / 1
vocal / ADJECTIVE / 1
migrating / VERB / 1
flood / NOUN / 1
700 / CONJUNCTION / 2
according / PREPOSITION / 3
apparently / None / 1
symptomatic / ADJECTIVE / 1
berlin / NOUN / 2
morale / NOUN / 1
low / ADJECTIVE / 2
distribution / NOUN / 1
unfavorable / ADJECTIVE / 1
nearly / None / 2
per / PREPOSITION / 6
cent / NOUN / 6
2,200,000 / CONJUNCTION / 1
residents / NOUN / 2
sixty-five / CONJUNCTION / 2
12.8 / CONJUNCTION / 1
fifteen / CONJUNCTION / 1
crossman / NOUN / 2
m.p. / NOUN / 1
departures / NOUN / 1
rate / NOUN / 2
1,700 / CONJUNCTION / 1
applications / NOUN / 1
risen / VERB / 1
1,900 / CONJUNCTION / 1
official / ADJECTIVE / 2
60 / CONJUNCTION / 1
whole / ADJECTIVE / 3
removal / NOUN / 2
firms / NOUN / 1
booked / VERB / 1
ahead / None / 1
loss / NOUN / 1
partly / None / 1
counterbalanced / VERB / 1
500 / CONJUNCTION / 1
arrivals / NOUN / 1
closing / NOUN / 1
interference / NOUN / 1
distinct / ADJECTIVE / 1
russian / ADJECTIVE / 1
troops / NOUN / 1
fatal / ADJECTIVE / 1
gallant / ADJECTIVE / 1
half-city / NOUN / 1
dying / VERB / 2
piece / NOUN / 1
appears / VERB / 2
dispatch / NOUN / 1
bonn / NOUN / 1
mark / NOUN / 1
arnold-foster / NOUN / 1
fast / None / 1
factory / NOUN / 2
volunteer / VERB / 1
months' / NOUN / 1
resilience / NOUN / 1
amazing / ADJECTIVE / 1
hire / VERB / 2
indeed / OTHER / 1
handwriting / NOUN / 1
lies / VERB / 1
compromise / NOUN / 3
reunite / VERB / 1
officials / NOUN / 2
refusing / VERB / 1
passes / NOUN / 1
boundary / NOUN / 1
blocks / NOUN / 2
escort / NOUN / 1
avail / VERB / 1
tanks / NOUN / 1
lined / VERB / 1
helpful / ADJECTIVE / 1
materials / NOUN / 1
lippmann / NOUN / 1
sober / ADJECTIVE / 3
commentators / NOUN / 1
alan / NOUN / 1
clark / NOUN / 1
367 / CONJUNCTION / 1
spelled / VERB / 1
glow / NOUN / 1
save / VERB / 1
graveyard / NOUN / 1
monument / NOUN / 1
intransigence / NOUN / 1
wants / VERB / 1
stalin's / NOUN / 2
mausoleum / NOUN / 1
shared / VERB / 1
lenin / NOUN / 5
distinguished / VERB / 1
unprecedented / ADJECTIVE / 1
relatively / None / 1
mild / ADJECTIVE / 1
chastisement / NOUN / 1
dead / ADJECTIVE / 4
british / ADJECTIVE / 4
haestier / NOUN / 1
book / NOUN / 1
recalls / VERB / 1
turmoil / NOUN / 1
preceding / VERB / 1
died / VERB / 1
180 / CONJUNCTION / 1
earlier / None / 2
torn / VERB / 2
pieces / NOUN / 3
cromwell / NOUN / 2
disinterred / VERB / 1
hanged / VERB / 1
tyburn / NOUN / 1
pole / NOUN / 1
buried / VERB / 2
gallows / NOUN / 1
contemplating / VERB / 1
posthumous / ADJECTIVE / 1
punishments / NOUN / 1
stalin / NOUN / 1
lose / VERB / 1
1899 / CONJUNCTION / 1
erected / VERB / 1
statue / NOUN / 1
facing / VERB / 1
whitehall / NOUN / 1
stands / VERB / 1
nikita / NOUN / 3
tomb / NOUN / 1
double / ADJECTIVE / 1
occupancy / NOUN / 1
moscow / NOUN / 1
crowded / VERB / 1
creed / NOUN / 1
deplores / VERB / 1
waste / NOUN / 1
beside / PREPOSITION / 2
karl / NOUN / 1
marx / NOUN / 1
macmillan / NOUN / 1
willing / ADJECTIVE / 1
seventy-eight / CONJUNCTION / 1
morticians / NOUN / 1
presentable / ADJECTIVE / 1
stature / NOUN / 1
lodge / VERB / 1
dog / NOUN / 1
receive / VERB / 1
highest / ADJECTIVE / 1
gift / NOUN / 1
besides / None / 2
musing / VERB / 1
instability / NOUN / 1
exhumations / NOUN / 1
rehabilitations / NOUN / 1
match / VERB / 1
suppose / VERB / 2
rake / VERB / 1
misdeeds / NOUN / 1
revered / VERB / 1
predecessor / NOUN / 1
pass / VERB / 1
resolutions / NOUN / 1
applauding / VERB / 1
dispossession / NOUN / 1
entitled / VERB / 1
buys / VERB / 1
plot / NOUN / 1
modest / ADJECTIVE / 1
rural / ADJECTIVE / 1
cemetery / NOUN / 1
appointment / NOUN / 2
u / NOUN / 4
thant / NOUN / 4
burma / NOUN / 2
u.n.'s / NOUN / 1
choice / NOUN / 1
offers / VERB / 1
further / DETERMINER / 1
politics / NOUN / 1
enemies / NOUN / 1
mongi / NOUN / 1
slim / NOUN / 1
tunisia / NOUN / 1
boland / NOUN / 1
ireland / NOUN / 1
favorites / NOUN / 1
didn't / VERB / 10
neutralists / NOUN / 1
maintaining / VERB / 1
succeed / VERB / 1
hammarskjold / NOUN / 1
candidate / NOUN / 1
unlikely / ADJECTIVE / 1
waylaid / VERB / 1
veto / NOUN / 1
interesting / ADJECTIVE / 1
qualifications / NOUN / 1
post / NOUN / 6
tail / NOUN / 1
candidacy / NOUN / 1
in-fighting / NOUN / 1
squabbles / NOUN / 1
election / NOUN / 1
procedures / NOUN / 1
complicated / VERB / 1
numbers / NOUN / 1
game / VERB / 1
assistant / ADJECTIVE / 1
secretaries' / NOUN / 1
gentleman / NOUN / 1
showed / VERB / 1
skilled / ADJECTIVE / 1
diplomat / NOUN / 1
augurs / VERB / 1
future / NOUN / 1
buddhist / NOUN / 1
sanctity / NOUN / 1
dogma / NOUN / 1
unshakable / ADJECTIVE / 1
until / PREPOSITION / 3
1963 / CONJUNCTION / 1
hammarskjold's / NOUN / 2
compromises / NOUN / 1
interim / NOUN / 1
remains / VERB / 1
seen / VERB / 1
khrushchev's / NOUN / 1
demand / NOUN / 1
dormant / ADJECTIVE / 1
remain / VERB / 1
satisfied / VERB / 1
neutralism / NOUN / 1
represents / VERB / 1
showdown / NOUN / 1
promised / VERB / 1
tragic / ADJECTIVE / 1
precedents / NOUN / 1
structurally / None / 1
u.n. / NOUN / 1
fluid / ADJECTIVE / 1
pressures / NOUN / 1
enlarged / VERB / 1
bear / VERB / 1
pessimists / NOUN / 1
plunged / VERB / 1
crash / NOUN / 1
congo / NOUN / 1
wrong / ADJECTIVE / 1
sole / ADJECTIVE / 1
staple / NOUN / 1
mentalities / NOUN / 1
crave / VERB / 1
messrs. / NOUN / 1
salsich / NOUN / 1
engh / NOUN / 1
report / VERB / 1
372 / CONJUNCTION / 1
connotations / NOUN / 1
deliberately / None / 1
vague / ADJECTIVE / 1
vigilantism / NOUN / 1
spreading / VERB / 1
magazine / NOUN / 1
distributed / VERB / 1
chevrolet / NOUN / 1
dealers / NOUN / 1
describes / VERB / 1
paramilitary / ADJECTIVE / 1
employees / NOUN / 4
foley / NOUN / 1
alabama / NOUN / 1
invaders / NOUN / 1
swarm / VERB / 1
ashore / None / 1
reads / VERB / 1
count / VERB / 1
heavy / ADJECTIVE / 5
commando-trained / ADJECTIVE / 1
girls / NOUN / 2
mobilized / VERB / 1
fast-moving / ADJECTIVE / 1
outfit / NOUN / 1
23 / CONJUNCTION / 1
operators / NOUN / 1
personnel / NOUN / 1
minute's / NOUN / 1
unit / NOUN / 1
snook / NOUN / 1
commando / NOUN / 1
manager / NOUN / 1
fetching / ADJECTIVE / 1
uniforms / NOUN / 1
firing / VERB / 1
launcher / NOUN / 1
mounted / VERB / 1
dump / NOUN / 1
truck / NOUN / 2
trained / VERB / 1
carbines / NOUN / 1
automatic / ADJECTIVE / 1
pistols / NOUN / 1
rifles / NOUN / 1
ladies' / NOUN / 1
accessories / NOUN / 1
mount / VERB / 1
frenzy / NOUN / 1
committed / VERB / 2
means / NOUN / 1
threaten / VERB / 1
actual / ADJECTIVE / 1
formula / NOUN / 1
frustration / NOUN / 1
civic / ADJECTIVE / 1
temper / NOUN / 1
rises / VERB / 1
citizens / NOUN / 2
soldier / NOUN / 1
guns / NOUN / 1
hunt / VERB / 1
traitors / NOUN / 1
midst / NOUN / 2
douglas / NOUN / 1
fifth / NUMBER / 1
noble / ADJECTIVE / 2
humanitarian / NOUN / 1
scot / NOUN / 1
plight / NOUN / 1
crofters / NOUN / 1
conceived / VERB / 1
valley / NOUN / 3
desired / VERB / 1
lay / VERB / 2
northern / ADJECTIVE / 1
purchased / VERB / 3
controlling / VERB / 1
116,000 / CONJUNCTION / 1
square / ADJECTIVE / 1
valleys / NOUN / 1
assiniboine / NOUN / 2
rivers / NOUN / 1
southward / None / 3
headwaters / NOUN / 2
1811 / CONJUNCTION / 1
scots / NOUN / 4
settling / VERB / 1
harrison / NOUN / 1
preparing / VERB / 1
pacify / VERB / 2
aborigines / NOUN / 1
fame / NOUN / 1
battle / NOUN / 1
tippecanoe / NOUN / 1
anglo-saxon / ADJECTIVE / 1
leap / NOUN / 1
continent / NOUN / 1
red / NOUN / 5
twenty-three / CONJUNCTION / 1
1812 / CONJUNCTION / 1
colony / NOUN / 6
present-day / ADJECTIVE / 3
winnipeg / NOUN / 1
numbered / VERB / 1
engaged / VERB / 2
thick / ADJECTIVE / 2
sod / NOUN / 1
stirring / VERB / 1
rich / ADJECTIVE / 1
soil / NOUN / 1
meurons / NOUN / 1
regiments / NOUN / 1
swiss / ADJECTIVE / 3
mercenaries / NOUN / 2
transported / VERB / 2
canada / NOUN / 4
fight / VERB / 1
americans / NOUN / 1
settled / VERB / 1
montreal / NOUN / 1
kingston / NOUN / 1
close / NOUN / 1
1815 / CONJUNCTION / 1
selkirk / NOUN / 11
persuaded / VERB / 1
eighty / CONJUNCTION / 1
officers / NOUN / 1
protect / VERB / 1
settlers / NOUN / 6
hostile / ADJECTIVE / 1
resented / VERB / 1
intrusion / NOUN / 1
farmers / NOUN / 1
traders' / NOUN / 1
farming / VERB / 1
output / NOUN / 1
plots / NOUN / 2
hoes / NOUN / 1
late / None / 3
1818 / CONJUNCTION / 4
yield / NOUN / 1
ravages / NOUN / 1
grasshoppers / NOUN / 2
dispersal / NOUN / 1
damage / NOUN / 1
assessed / VERB / 1
fifty / CONJUNCTION / 1
swiss / NOUN / 4
up / PREPOSITION / 4
mouth / NOUN / 2
river / NOUN / 3
huts / NOUN / 1
stockade / NOUN / 1
named / VERB / 3
selkirk's / NOUN / 4
barony / NOUN / 1
scotland / NOUN / 1
site / NOUN / 1
warmer / ADJECTIVE / 1
closer / None / 1
herds / NOUN / 1
buffalo / NOUN / 1
depend / VERB / 1
traders / NOUN / 3
southern / ADJECTIVE / 1
prairie / NOUN / 7
du / NOUN / 7
chien / NOUN / 7
southeast / NOUN / 1
minnesota / NOUN / 2
1816 / CONJUNCTION / 1
congress / NOUN / 1
british-born / ADJECTIVE / 1
joseph / NOUN / 3
rolette / NOUN / 1
renville / NOUN / 1
alexis / NOUN / 2
bailly / NOUN / 3
dickson / NOUN / 3
trading / VERB / 4
build / VERB / 5
fort / NOUN / 2
defended / VERB / 1
artillery / NOUN / 1
goods / NOUN / 8
carts / NOUN / 3
devised / VERB / 1
pembina / NOUN / 3
about / None / 5
decade / NOUN / 1
1802 / CONJUNCTION / 1
five / CONJUNCTION / 4
horse / NOUN / 1
pack / VERB / 1
pegs / NOUN / 1
withes / NOUN / 1
drawn / VERB / 1
ox / NOUN / 1
thills / NOUN / 1
atlantic / ADJECTIVE / 1
coast / NOUN / 1
september / NOUN / 2
1817 / CONJUNCTION / 1
band / NOUN / 1
sioux / NOUN / 1
escorted / VERB / 1
illinois / NOUN / 1
territory / NOUN / 2
indiana / NOUN / 2
eastern / ADJECTIVE / 1
source / NOUN / 2
supply / NOUN / 3
arriving / VERB / 1
baltimore / NOUN / 1
quincy / NOUN / 1
inquiring / VERB / 1
covering / VERB / 1
missouri / NOUN / 1
traffic / NOUN / 1
declared / VERB / 1
prophetically / None / 1
tho' / CONJUNCTION / 1
increase / VERB / 2
progress / NOUN / 1
traveled / VERB / 1
develop / VERB / 1
expected / VERB / 1
1819 / CONJUNCTION / 3
destroyed / VERB / 1
northerly / ADJECTIVE / 1
outpost / NOUN / 1
three-month / ADJECTIVE / 2
journey / NOUN / 3
mackinac / NOUN / 1
boats / NOUN / 2
completed / VERB / 1
250 / CONJUNCTION / 1
bushels / NOUN / 3
wheat / NOUN / 1
oats / NOUN / 1
barley / NOUN / 1
30 / CONJUNCTION / 1
peas / NOUN / 1
chickens / NOUN / 1
loaded / VERB / 2
flat-bottomed / ADJECTIVE / 1
rowed / VERB / 1
across / None / 1
june / NOUN / 3
1820 / CONJUNCTION / 1
epic / ADJECTIVE / 1
secure / VERB / 1
seed / NOUN / 3
cost / VERB / 1
ab1,040 / CONJUNCTION / 1
retreat / VERB / 1
thereafter / None / 1
plentiful / ADJECTIVE / 1
north / NOUN / 3
round / None / 1
presence / NOUN / 1
prompted / VERB / 1
send / VERB / 2
leavenworth / NOUN / 1
detroit / NOUN / 1
northwest / NOUN / 1
1822 / CONJUNCTION / 2
companies / NOUN / 1
infantry / NOUN / 1
arrived / VERB / 1
navigation / NOUN / 1
mississippi / NOUN / 3
renamed / VERB / 1
commander / NOUN / 1
josiah / NOUN / 1
snelling / NOUN / 3
outposts / NOUN / 1
shortages / NOUN / 1
livestock / NOUN / 1
hercules / NOUN / 1
dousman / NOUN / 2
trader / NOUN / 2
contracted / VERB / 1
supply / VERB / 1
cattle / NOUN / 3
francois / NOUN / 1
labothe / NOUN / 1
hired / VERB / 1
drovers / NOUN / 1
1821 / CONJUNCTION / 1
700-mile / ADJECTIVE / 1
return / ADJECTIVE / 1
discontented / ADJECTIVE / 1
distressing / ADJECTIVE / 1
half-starved / ADJECTIVE / 1
immigrants / NOUN / 1
reservation / NOUN / 3
civilian / ADJECTIVE / 1
michilimackinac / NOUN / 1
michigan / NOUN / 1
open / VERB / 2
merchandise / NOUN / 2
offering / VERB / 1
pork / NOUN / 1
flour / NOUN / 1
liquor / NOUN / 1
tobacco / NOUN / 1
mcdonnell / NOUN / 1
bird / NOUN / 1
chief / ADJECTIVE / 1
ordered / VERB / 3
sundry / ADJECTIVE / 1
articles / NOUN / 1
ab4,500 / CONJUNCTION / 1
drew / VERB / 1
near / None / 1
drawing / NOUN / 1
british-american / ADJECTIVE / 1
agreement / NOUN / 1
suspected / VERB / 1
halkett / NOUN / 1
posts / NOUN / 1
timber / NOUN / 1
rafts / NOUN / 1
break / VERB / 1
unfortunate / ADJECTIVE / 1
threats / NOUN / 1
duly / None / 1
carried / VERB / 2
through / None / 2
supplies / NOUN / 2
powder / NOUN / 1
thread / NOUN / 1
nets / NOUN / 1
350 / CONJUNCTION / 1
persons / NOUN / 1
village / NOUN / 2
danger / NOUN / 1
cast / VERB / 1
1823 / CONJUNCTION / 1
paid / VERB / 1
disasters / NOUN / 1
1825-1826 / CONJUNCTION / 1
